76;0;76;76;223.1;18.5895;211;308;232.15;31.6387;167;308;413.11;69.9934;231;608;248.91;44.6224;135;354;706.28;86.937;504;983;2168;266.328;1513;2671;2623.02;306.319;1873;3224;2738.66;476.18;1416;3996;2814.74;394.847;1499;3250;1409.88;130.115;1033;1711;636.36;71.6421;481;883;2889.54;321.265;2035;3514;0;0;0;0;4;0;4;4;0;0;0;0;2168.47;279.438;1793;2660;0.831521;0.0276063;0.75778;0.878339;
76;0;76;76;220.95;7.632;209;234;233.03;42.7405;140;357;394.79;81.7815;167;589;233.9;49.1434;85;371;670.53;106.992;419;906;2162.31;316.912;1450;2652;2654.7;371.043;1917;3347;2772.48;536.445;1102;4036;2885.4;138.857;2686;3050;1286.18;151.764;933;1556;549.05;67.8055;391;677;2934.51;404.247;1884;3482;0;0;0;0;4;0;4;4;0;0;0;0;2107.44;88.999;1856;2234;0.843756;0.0191895;0.747985;0.868058;
76;0;76;76;216.12;6.50735;213;231;231.33;40.4285;123;346;387.66;68.2446;217;521;254.77;57.913;127;433;660.52;66.8862;513;825;1979.64;194.934;1651;2374;2414.24;231.998;2036;2929;2521.42;406.609;1526;3488;2606.12;152.337;2348;2802;1275.16;112.525;1093;1544;589.92;89.9617;470;843;2656.76;240.761;2284;3055;0;0;0;0;4;0;4;4;0;0;0;0;2128.61;68.3485;1959;2259;0.814725;0.0426647;0.678664;0.867762;
76;0;76;76;212.64;14.5873;201;265;234.92;36.2893;156;316;397.67;68.0331;270;579;250.15;40.8449;167;344;663.52;67.0487;540;795;2098.78;253.775;1640;2693;2570.12;299.889;2013;3251;2666.86;459.844;1766;4024;2772.12;205.903;2609;3529;1338.38;104.308;1183;1619;609.54;45.9831;533;716;2813.84;315.939;2245;3512;0;0;0;0;4;0;4;4;0;0;0;0;2083.83;134.049;1679;2264;0.826775;0.0239443;0.757986;0.877481;
76;0;76;76;194.9;6.35216;189;215;219.86;44.3173;106;314;375.61;71.5159;172;554;249.86;52.5184;116;396;653.38;94.2487;492;936;2000.01;232.454;1474;2370;2451.89;319.937;1858;3119;2582.93;485.901;1394;3536;2758.94;90.6599;2401;2911;1293.89;164.866;1009;1824;595.99;93.2325;440;897;2713.15;342.377;2003;3460;0;0;0;0;4;0;4;4;0;0;0;0;2061.95;129.788;1810;2271;0.822972;0.0231978;0.762347;0.865677;
76;0;76;76;213.25;5.691;204;221;232.08;42.9376;145;328;380.03;81.2749;205;556;242.63;49.2026;133;358;657.43;84.7276;505;942;1993.12;237.061;1607;2579;2427.64;313.735;1774;3225;2520.38;512.318;1372;3902;2677.7;134.614;2457;2915;1274.06;87.6378;1088;1564;550.68;51.9309;478;717;2707.48;322.876;2152;3576;0;0;0;0;4;0;4;4;0;0;0;0;2044.05;68.9135;1935;2250;0.823151;0.0223611;0.760054;0.884461;
71;0;71;71;245.6;7.13302;225;258;267.53;32.2327;193;383;443.16;58.5221;309;625;283.74;37.2174;175;389;744.56;69.0032;620;851;2094.16;175.699;1672;2344;2514.64;198.325;2098;2814;2645.29;351.439;1769;3374;2758.64;62.1179;2623;2925;1272.56;57.8737;1163;1386;558.64;35.5099;511;655;2797.28;230.731;2261;3212;0;0;0;0;4;0;4;4;0;0;0;0;2057.35;53.9552;1946;2182;0.805788;0.014262;0.765828;0.835772;
71;0;71;71;234.94;10.4123;219;248;255.53;34.0222;185;355;413.9;59.9684;289;570;273.88;40.681;165;397;705.74;59.7377;615;853;1939.48;166.357;1583;2374;2322.92;203.818;1929;2901;2454.52;333.812;1616;3270;2692.15;113.331;2566;2962;1298.99;63.2102;1216;1471;579.15;31.4014;509;716;2668.47;196.481;2393;3296;0;0;0;0;4;0;4;4;0;0;0;0;1983.14;66.0916;1835;2203;0.798752;0.0199749;0.729569;0.843506;
71;0;71;71;229.833;4.84481;219;232;237.972;39.0751;162;338;382.972;77.1346;244;597;240.861;44.1111;153;333;658.667;113.953;495;898;2082.94;380.46;1370;2794;2568.78;411.829;1863;3277;2602.89;610.749;1366;3898;2749.17;250.067;2190;2861;1265.61;152.536;1072;1634;554.333;78.2617;472;770;2801.72;486.121;1835;3487;0;0;0;0;4;0;4;4;0;0;0;0;2233.42;128.354;1852;2397;0.827444;0.0206156;0.753983;0.860923;
71;0;71;71;253.188;8.16409;241;268;249.844;37.9577;132;324;419.563;54.3834;266;544;273.781;38.4917;174;366;667.125;62.8688;533;766;2192.75;136.466;1630;2484;2668.44;166.35;2334;3115;2719.56;318.863;1748;3410;2769.06;63.3931;2701;2974;1235.19;71.0842;1099;1337;532.781;44.6771;426;601;2903.56;180.904;2220;3244;0;0;0;0;4;0;4;4;0;0;0;0;2139.94;51.9103;1940;2204;0.816814;0.0180358;0.771449;0.850119;
71;0;71;71;273.75;14.1346;263;328;257.76;34.05;178;364;444.01;60.9041;305;586;277.08;36.5452;186;398;715.03;75.5165;523;866;2222.72;241.429;1559;2662;2685.94;313.718;1724;3386;2746.68;419.035;1678;3868;2843.65;127.314;2612;3177;1262.45;92.6132;1002;1441;563.39;42.76;451;666;2938.5;311.003;2072;3510;0;0;0;0;4;0;4;4;0;0;0;0;2175.56;101.381;1971;2369;0.815134;0.0218034;0.73886;0.849861;
71;0;71;71;285.556;71.8302;229;410;238.861;24.4019;187;290;405.694;52.0688;305;526;256.306;31.7305;184;333;650.444;44.2471;604;722;2150.11;223.159;1725;2363;2554.33;187.607;2270;2767;2606.58;399.751;1619;3386;2615;365.781;2013;2884;1175.11;66.0613;1042;1248;540.444;62.5959;477;683;2792.56;267.109;2313;3104;0;0;0;0;4;0;4;4;0;0;0;0;2176.72;66.2544;2062;2355;0.819365;0.0188244;0.736761;0.844123;
71;0;71;71;273.25;10.9459;264;293;271.594;38.3771;163;342;453.938;60.3679;311;588;292.5;38.083;181;362;714.563;87.7859;488;880;2297.19;258.872;1639;2671;2772.41;282.712;2017;3199;2892.84;286.973;2084;3488;2958.69;79.3404;2887;3114;1282.88;134.52;945;1453;556.781;70.1074;390;651;3060.44;303.546;2250;3386;0;0;0;0;4;0;4;4;0;0;0;0;2110.77;115.111;1771;2274;0.816698;0.0107197;0.793472;0.851955;
